,Tanggal (UTC),Jenis,Bujur,Lintang
6886,38:59.0,Intra/Inter Cloud,"136,09993","-3,511931874"
6887,39:00.0,Intra/Inter Cloud,"136,173748","-3,625571046"
6888,39:18.0,Positive Cloud to Ground,"136,0606373","-3,554096714"
6889,39:18.0,Intra/Inter Cloud,"136,0464359","-3,550824933"
6890,39:18.0,Intra/Inter Cloud,"136,0604308","-3,486964057"
6891,39:23.0,Intra/Inter Cloud,"135,9672166","-2,646525612"
6892,39:42.0,Negative Cloud to Ground,"135,7652226","-3,340325549"
6893,39:42.0,Negative Cloud to Ground,"135,9656502","-3,317312613"
6894,39:42.0,Positive Cloud to Ground,"135,7544265","-3,314790366"
6895,39:42.0,Negative Cloud to Ground,"135,9389954","-3,326182762"
6896,39:42.0,Negative Cloud to Ground,"136,002805","-3,290361457"
6897,39:42.0,Intra/Inter Cloud,"136,0128426","-3,316898092"
6898,39:42.0,Negative Cloud to Ground,"136,0133715","-3,281981781"
6899,39:42.0,Intra/Inter Cloud,"135,71722","-3,340722047"
6900,39:49.0,Intra/Inter Cloud,"135,7472257","-3,349787274"
6901,39:49.0,Intra/Inter Cloud,"135,7604301","-3,329282234"
6902,39:49.0,Intra/Inter Cloud,"135,743057","-3,359904861"
6903,39:49.0,Intra/Inter Cloud,"136,0263818","-3,250588937"
6904,39:51.0,Intra/Inter Cloud,"136,0711348","-3,604332975"
6905,40:31.0,Intra/Inter Cloud,"135,8259901","-3,30258863"
6906,40:31.0,Intra/Inter Cloud,"135,7318065","-3,335106275"
6907,40:31.0,Intra/Inter Cloud,"135,7341034","-3,3434941"
6908,40:31.0,Intra/Inter Cloud,"135,9592533","-3,218505891"
6909,40:31.0,Intra/Inter Cloud,"135,6702559","-3,338819665"
6910,40:32.0,Intra/Inter Cloud,"135,7604682","-3,267584906"
6911,40:32.0,Intra/Inter Cloud,"135,7623616","-3,276804981"
6912,40:32.0,Intra/Inter Cloud,"135,7754252","-3,310655297"
6913,40:32.0,Negative Cloud to Ground,"136,0864453","-3,283726623"
6914,40:34.0,Positive Cloud to Ground,"136,074385","-3,547036215"
6915,40:35.0,Intra/Inter Cloud,"136,0783401","-3,543501156"
6916,40:56.0,Positive Cloud to Ground,"136,280222","-3,512458051"
6917,41:01.0,Intra/Inter Cloud,"136,2151737","-3,569985078"
6918,41:01.0,Positive Cloud to Ground,"136,0447546","-3,604320091"
6919,41:01.0,Intra/Inter Cloud,"136,1018319","-3,513167198"
6920,41:11.0,Positive Cloud to Ground,"135,9240981","-3,31631566"
6921,41:11.0,Positive Cloud to Ground,"135,9468445","-3,323087893"
6922,41:11.0,Positive Cloud to Ground,"135,7398353","-3,323435388"
6923,41:11.0,Intra/Inter Cloud,"135,6930594","-3,371390574"
6924,41:12.0,Intra/Inter Cloud,"135,7756106","-3,358045994"
6925,41:12.0,Intra/Inter Cloud,"135,7397085","-3,353162291"
6926,41:22.0,Positive Cloud to Ground,"136,0238363","-3,648321716"
6927,41:30.0,Intra/Inter Cloud,"135,8995513","-3,284750608"
6928,41:32.0,Intra/Inter Cloud,"136,3586594","-3,674104989"
6929,41:32.0,Intra/Inter Cloud,"136,0894721","-3,533180282"
6930,41:52.0,Intra/Inter Cloud,"135,8354557","-3,34285498"
6931,41:52.0,Intra/Inter Cloud,"135,7592213","-3,347881468"
6932,41:53.0,Intra/Inter Cloud,"136,143162","-3,572125858"
6933,41:53.0,Negative Cloud to Ground,"136,264562","-3,61929777"
6934,42:04.0,Negative Cloud to Ground,"136,3839233","-3,873354678"
6935,42:05.0,Negative Cloud to Ground,"136,1337827","-3,746691545"
6936,42:10.0,Intra/Inter Cloud,"136,1594045","-3,598956283"
6937,42:12.0,Negative Cloud to Ground,"136,0904532","-3,307292288"
6938,42:12.0,Negative Cloud to Ground,"136,005466","-3,283085463"
6939,42:12.0,Negative Cloud to Ground,"136,0000379","-3,270860113"
6940,42:12.0,Intra/Inter Cloud,"135,7610705","-3,390080454"
6941,42:12.0,Negative Cloud to Ground,"136,0502391","-3,294755638"
6942,42:12.0,Negative Cloud to Ground,"135,9962627","-3,292086398"
6943,42:12.0,Negative Cloud to Ground,"135,7545029","-3,32043874"
6944,42:12.0,Negative Cloud to Ground,"135,8896018","-3,332207127"
6945,42:12.0,Negative Cloud to Ground,"135,9813125","-3,30299739"
6946,42:12.0,Negative Cloud to Ground,"135,9496191","-3,325403182"
6947,42:12.0,Negative Cloud to Ground,"136,0551178","-3,285655362"
6948,42:13.0,Intra/Inter Cloud,"135,8313097","-3,41781044"
6949,42:13.0,Positive Cloud to Ground,"135,8653069","-3,329493974"
6950,42:13.0,Intra/Inter Cloud,"135,7172617","-3,33609175"
6951,42:13.0,Intra/Inter Cloud,"135,7275336","-3,347138509"
6952,42:13.0,Negative Cloud to Ground,"135,9610844","-3,309187168"
6953,42:40.0,Intra/Inter Cloud,"136,2582841","-3,579043115"
6954,42:40.0,Intra/Inter Cloud,"136,22246","-3,587040854"
6955,42:54.0,Intra/Inter Cloud,"135,7062022","-3,372313779"
6956,42:54.0,Intra/Inter Cloud,"135,9200641","-3,289229761"
6957,42:54.0,Intra/Inter Cloud,"135,9684868","-3,463057237"
6958,42:54.0,Intra/Inter Cloud,"136,0055238","-3,267236745"
6959,42:54.0,Intra/Inter Cloud,"135,7330734","-3,346464049"
6960,42:54.0,Intra/Inter Cloud,"135,7035265","-3,318551279"
6961,42:57.0,Intra/Inter Cloud,"136,0652283","-3,576506902"
6962,42:59.0,Intra/Inter Cloud,"135,811062","-2,770065297"
6963,42:59.0,Intra/Inter Cloud,"135,9423203","-2,714677425"
6964,42:59.0,Intra/Inter Cloud,"135,8654267","-2,799104607"
6965,43:00.0,Positive Cloud to Ground,"135,7558424","-2,835725177"
6966,43:00.0,Intra/Inter Cloud,"135,7832099","-2,730139346"
6967,43:10.0,Negative Cloud to Ground,"136,146734","-3,805591005"
6968,43:31.0,Intra/Inter Cloud,"136,11234","-3,569863304"
6969,43:31.0,Intra/Inter Cloud,"136,0749837","-3,654931313"
6970,43:32.0,Intra/Inter Cloud,"135,8330545","-3,315699726"
6971,43:32.0,Intra/Inter Cloud,"135,7861207","-3,337354289"
6972,43:32.0,Intra/Inter Cloud,"135,7489317","-3,353289487"
6973,43:56.0,Intra/Inter Cloud,"136,1912155","-3,54003033"
6974,44:05.0,Intra/Inter Cloud,"135,977439","-3,318488032"
6975,44:05.0,Intra/Inter Cloud,"135,7553418","-3,347675099"
6976,44:05.0,Intra/Inter Cloud,"136,0590688","-3,274106302"
6977,44:06.0,Intra/Inter Cloud,"135,9710039","-3,274194564"
6978,44:06.0,Intra/Inter Cloud,"135,8058205","-3,285310672"
6979,44:06.0,Intra/Inter Cloud,"135,7692854","-3,366087439"
6980,44:06.0,Intra/Inter Cloud,"135,7529296","-3,33771241"
6981,44:06.0,Negative Cloud to Ground,"135,7653593","-3,28512045"
6982,44:06.0,Intra/Inter Cloud,"135,7487046","-3,406270721"
6983,44:06.0,Intra/Inter Cloud,"135,8535455","-3,334808621"
6984,44:06.0,Intra/Inter Cloud,"135,7638765","-3,286373298"
6985,44:06.0,Intra/Inter Cloud,"135,9055403","-3,285590796"
6986,44:06.0,Intra/Inter Cloud,"135,6836807","-3,356076297"
6987,44:32.0,Positive Cloud to Ground,"136,0183584","-3,238381734"
6988,44:32.0,Intra/Inter Cloud,"135,705031","-3,329258286"
6989,44:46.0,Intra/Inter Cloud,"135,8609039","-3,292269232"
6990,44:46.0,Intra/Inter Cloud,"135,8766818","-3,344478699"
6991,44:46.0,Positive Cloud to Ground,"135,7427847","-3,325867536"
6992,44:46.0,Intra/Inter Cloud,"135,638779","-3,334081262"
6993,44:46.0,Negative Cloud to Ground,"135,9671007","-3,39602944"
6994,44:50.0,Intra/Inter Cloud,"136,1115515","-3,681141457"
6995,45:01.0,Negative Cloud to Ground,"136,2657955","-3,524760671"
6996,45:01.0,Intra/Inter Cloud,"136,1199246","-3,538222365"
6997,45:01.0,Positive Cloud to Ground,"136,1184945","-3,593574391"
6998,45:01.0,Intra/Inter Cloud,"136,2078541","-3,542352167"
6999,45:17.0,Intra/Inter Cloud,"135,6807956","-3,392942065"
7000,45:17.0,Intra/Inter Cloud,"135,8191433","-3,309018113"
7001,45:17.0,Intra/Inter Cloud,"135,8190481","-3,36728093"
7002,45:18.0,Negative Cloud to Ground,"135,6748613","-3,363498449"
7003,45:18.0,Intra/Inter Cloud,"135,7375298","-3,384654033"
7004,45:18.0,Intra/Inter Cloud,"135,9822144","-3,250970147"
7005,45:18.0,Negative Cloud to Ground,"135,7291184","-3,323425525"
7006,45:21.0,Intra/Inter Cloud,"136,120619","-3,651554074"
7007,45:25.0,Intra/Inter Cloud,"136,1655084","-3,612791568"
7008,45:37.0,Intra/Inter Cloud,"136,3352324","-3,665862904"
7009,45:52.0,Intra/Inter Cloud,"136,4287871","-3,90830964"
7010,45:52.0,Intra/Inter Cloud,"136,2414518","-3,809085798"
7011,45:52.0,Intra/Inter Cloud,"136,2571839","-3,773757126"
7012,46:05.0,Positive Cloud to Ground,"136,267046","-3,550901264"
7013,46:06.0,Intra/Inter Cloud,"136,2738268","-3,68985489"
7014,46:06.0,Positive Cloud to Ground,"136,1174838","-3,630063135"
7015,46:06.0,Intra/Inter Cloud,"136,2049515","-3,750172793"
7016,46:06.0,Intra/Inter Cloud,"136,1375784","-3,708502094"
7017,46:13.0,Intra/Inter Cloud,"135,9745555","-3,276970604"
7018,46:13.0,Intra/Inter Cloud,"136,0881096","-3,288972943"
7019,46:13.0,Intra/Inter Cloud,"135,7602158","-3,364786768"
7020,46:13.0,Negative Cloud to Ground,"135,971367","-3,289469589"
7021,46:30.0,Negative Cloud to Ground,"136,2171593","-3,539130082"
7022,46:41.0,Intra/Inter Cloud,"136,1549325","-3,771069367"
7023,46:49.0,Intra/Inter Cloud,"135,704185","-3,324254138"
7024,46:49.0,Intra/Inter Cloud,"135,8858329","-3,344965653"
7025,46:49.0,Negative Cloud to Ground,"135,7871818","-3,320566619"
7026,46:49.0,Intra/Inter Cloud,"135,8088712","-3,322190365"
7027,46:49.0,Negative Cloud to Ground,"136,019852","-3,312173091"
7028,46:49.0,Negative Cloud to Ground,"135,7280363","-3,385449308"
7029,46:49.0,Intra/Inter Cloud,"136,0045208","-3,245188292"
7030,46:49.0,Intra/Inter Cloud,"136,2716053","-3,486519636"
7031,47:00.0,Intra/Inter Cloud,"136,1714081","-3,768042689"
7032,47:02.0,Intra/Inter Cloud,"135,7174982","-2,753898026"
7033,47:02.0,Negative Cloud to Ground,"135,8538345","-2,817643641"
7034,47:13.0,Negative Cloud to Ground,"136,1913568","-3,579579012"
7035,47:26.0,Intra/Inter Cloud,"135,956333","-3,329646833"
7036,47:26.0,Intra/Inter Cloud,"135,9867439","-3,341275992"
7037,47:26.0,Negative Cloud to Ground,"135,97507","-3,308816145"
7038,47:26.0,Negative Cloud to Ground,"135,8504639","-3,357724146"
7039,47:26.0,Intra/Inter Cloud,"135,7775694","-3,370695653"
7040,47:26.0,Negative Cloud to Ground,"135,8374509","-3,323196951"
7041,47:34.0,Intra/Inter Cloud,"135,6850393","-3,381768649"
7042,47:34.0,Intra/Inter Cloud,"135,7663233","-3,282956702"
7043,47:34.0,Positive Cloud to Ground,"135,7785937","-3,315411617"
7044,47:48.0,Intra/Inter Cloud,"135,8589118","-3,417045089"
7045,47:48.0,Intra/Inter Cloud,"135,8111507","-3,374865871"
7046,47:48.0,Intra/Inter Cloud,"135,8524164","-3,40924251"
7047,47:48.0,Intra/Inter Cloud,"135,8766403","-3,38915935"
7048,47:53.0,Intra/Inter Cloud,"136,3727634","-3,563638345"
7049,48:11.0,Intra/Inter Cloud,"136,1420124","-3,618464007"
7050,48:11.0,Intra/Inter Cloud,"136,2788301","-3,610632638"
7051,48:11.0,Intra/Inter Cloud,"136,4111238","-3,637499611"
7052,48:11.0,Intra/Inter Cloud,"136,299257","-3,548583483"
7053,48:24.0,Positive Cloud to Ground,"135,8816239","-3,317943828"
7054,48:25.0,Negative Cloud to Ground,"135,763263","-3,344352266"
7055,48:37.0,Negative Cloud to Ground,"136,4474","-3,64668661"
7056,48:37.0,Intra/Inter Cloud,"136,3903877","-3,660638587"
7057,48:37.0,Negative Cloud to Ground,"136,2730305","-3,561126058"
7058,48:37.0,Intra/Inter Cloud,"136,3954695","-3,686302048"
7059,48:46.0,Intra/Inter Cloud,"136,1552984","-3,823101552"
7060,49:19.0,Intra/Inter Cloud,"135,8665888","-3,358158415"
7061,49:19.0,Intra/Inter Cloud,"135,7938056","-3,329069985"
7062,49:20.0,Intra/Inter Cloud,"135,7289682","-3,296058474"
7063,49:20.0,Negative Cloud to Ground,"136,0132112","-3,314324289"
7064,49:20.0,Intra/Inter Cloud,"135,758088","-3,343939451"
7065,49:20.0,Positive Cloud to Ground,"135,7297858","-3,354259721"
7066,49:20.0,Negative Cloud to Ground,"135,7544071","-3,364498849"
7067,49:20.0,Negative Cloud to Ground,"135,7983444","-3,300484532"
7068,49:39.0,Intra/Inter Cloud,"136,2066865","-3,792797274"
7069,50:18.0,Intra/Inter Cloud,"136,3538619","-3,696905385"
7070,51:00.0,Negative Cloud to Ground,"136,2613112","-3,821982041"
7071,51:33.0,Intra/Inter Cloud,"136,4314462","-3,669990136"
7072,51:33.0,Intra/Inter Cloud,"136,3954512","-3,702097113"
7073,51:33.0,Intra/Inter Cloud,"136,3786683","-3,67052866"
7074,51:33.0,Negative Cloud to Ground,"136,4308207","-3,617179694"
7075,51:34.0,Intra/Inter Cloud,"136,26292","-3,62766236"
7076,51:52.0,Negative Cloud to Ground,"135,7543312","-3,394824326"
7077,51:52.0,Intra/Inter Cloud,"135,9811735","-3,292140318"
7078,51:52.0,Intra/Inter Cloud,"135,7594065","-3,377032998"
7079,51:52.0,Intra/Inter Cloud,"135,9455252","-3,348260267"
7080,52:16.0,Negative Cloud to Ground,"135,7785801","-3,350747617"
7081,52:28.0,Intra/Inter Cloud,"136,304826","-3,889885905"
7082,53:06.0,Intra/Inter Cloud,"136,326311","-3,655353979"
7083,53:06.0,Positive Cloud to Ground,"136,2238436","-3,608762803"
7084,53:11.0,Intra/Inter Cloud,"135,7510592","-3,383910361"
7085,53:11.0,Intra/Inter Cloud,"135,6943785","-3,380652668"
7086,53:11.0,Intra/Inter Cloud,"135,864706","-3,363865016"
7087,53:11.0,Intra/Inter Cloud,"135,7866354","-3,400262807"
7088,53:20.0,Intra/Inter Cloud,"135,7124054","-3,270448867"
7089,53:21.0,Intra/Inter Cloud,"136,374646","-2,798793876"
7090,53:47.0,Intra/Inter Cloud,"135,809577","-3,364969304"
7091,53:47.0,Intra/Inter Cloud,"135,9840301","-3,257078326"
7092,53:47.0,Negative Cloud to Ground,"135,9479717","-3,265204688"
7093,53:47.0,Intra/Inter Cloud,"136,4596891","-3,577642755"
7094,53:47.0,Negative Cloud to Ground,"135,7308963","-3,280993214"
7095,53:47.0,Intra/Inter Cloud,"136,308385","-3,534528457"
7096,53:49.0,Negative Cloud to Ground,"135,6251685","-2,694071642"
7097,54:10.0,Intra/Inter Cloud,"136,3392306","-3,808315033"
7098,54:14.0,Positive Cloud to Ground,"136,3700844","-3,674184628"
7099,54:14.0,Negative Cloud to Ground,"135,7917858","-3,433654388"
7100,54:22.0,Negative Cloud to Ground,"136,0904339","-3,789299042"
7101,54:22.0,Negative Cloud to Ground,"136,2544814","-3,888509774"
7102,54:22.0,Negative Cloud to Ground,"136,3738151","-3,865905759"
7103,54:53.0,Negative Cloud to Ground,"136,3230495","-3,791562879"
7104,56:11.0,Positive Cloud to Ground,"135,8543393","-3,325576344"
7105,56:11.0,Intra/Inter Cloud,"135,6657168","-3,376603536"
7106,56:11.0,Intra/Inter Cloud,"135,7841332","-3,412267184"
7107,56:11.0,Intra/Inter Cloud,"135,78477","-3,424311454"
7108,56:11.0,Intra/Inter Cloud,"135,6845497","-3,32415605"
7109,56:11.0,Intra/Inter Cloud,"135,8627281","-3,250980256"
7110,56:12.0,Intra/Inter Cloud,"135,69955","-3,325401381"
7111,56:52.0,Intra/Inter Cloud,"136,4429652","-3,669460843"
7112,56:52.0,Intra/Inter Cloud,"136,4630311","-3,579998131"
7113,57:59.0,Intra/Inter Cloud,"136,3893437","-3,860918375"
7114,58:29.0,Intra/Inter Cloud,"136,4392316","-3,59870337"
7115,58:32.0,Intra/Inter Cloud,"135,7887932","-3,309139104"
7116,58:32.0,Intra/Inter Cloud,"135,8068371","-3,393355852"
7117,58:32.0,Intra/Inter Cloud,"135,707434","-3,337956336"
7118,58:33.0,Negative Cloud to Ground,"135,9507376","-3,270494699"
7119,58:33.0,Intra/Inter Cloud,"135,6602042","-3,38418607"
7120,59:39.0,Intra/Inter Cloud,"135,7961927","-3,231233494"
7121,59:45.0,Intra/Inter Cloud,"135,7206291","-3,364418416"
7122,59:45.0,Positive Cloud to Ground,"135,8427429","-3,341587455"
7123,59:45.0,Positive Cloud to Ground,"135,7948413","-3,394126418"
7124,59:45.0,Negative Cloud to Ground,"135,7820854","-3,431355123"
7125,59:45.0,Intra/Inter Cloud,"135,7514508","-3,361867108"
7126,59:45.0,Intra/Inter Cloud,"135,8086757","-3,322311516"
7127,59:45.0,Intra/Inter Cloud,"135,7116354","-3,321453506"
7128,59:45.0,Intra/Inter Cloud,"135,7269133","-3,296733407"
7129,59:45.0,Negative Cloud to Ground,"135,7196904","-3,345031224"
7130,59:45.0,Intra/Inter Cloud,"136,405694","-3,681174092"
7131,59:45.0,Positive Cloud to Ground,"135,7812651","-3,418256273"
7132,00:45.0,Negative Cloud to Ground,"136,4477815","-3,808677775"
7133,00:53.0,Intra/Inter Cloud,"135,8030269","-3,330901495"
7134,00:53.0,Intra/Inter Cloud,"135,9160009","-3,336443598"
7135,02:08.0,Intra/Inter Cloud,"135,7816676","-3,238097207"
7136,02:37.0,Intra/Inter Cloud,"135,9489815","-3,493427009"
7137,02:51.0,Intra/Inter Cloud,"135,8882906","-3,296543844"
7138,02:51.0,Negative Cloud to Ground,"135,705552","-3,266559298"
7139,02:51.0,Intra/Inter Cloud,"135,7381806","-3,253778757"
7140,02:51.0,Intra/Inter Cloud,"135,6874954","-3,318677734"
7141,02:51.0,Intra/Inter Cloud,"135,7076878","-3,394953673"
7142,02:51.0,Intra/Inter Cloud,"135,640536","-3,344007101"
7143,03:56.0,Intra/Inter Cloud,"135,7850867","-3,289395683"
7144,05:10.0,Intra/Inter Cloud,"135,6745953","-3,380228569"
7145,05:10.0,Intra/Inter Cloud,"135,6671214","-3,353668066"
7146,05:10.0,Intra/Inter Cloud,"135,8680921","-3,329701625"
7147,05:10.0,Intra/Inter Cloud,"135,636244","-3,390411938"
7148,05:10.0,Negative Cloud to Ground,"135,8098042","-3,4140597"
7149,05:10.0,Intra/Inter Cloud,"135,6875855","-3,329001713"
7150,05:10.0,Intra/Inter Cloud,"135,6260794","-3,35328402"
7151,07:44.0,Intra/Inter Cloud,"135,6879612","-3,303526786"
7152,07:44.0,Intra/Inter Cloud,"135,6633716","-3,404106575"
7153,07:44.0,Intra/Inter Cloud,"135,7158946","-3,396947581"
7154,07:44.0,Positive Cloud to Ground,"135,7592763","-3,368572797"
7155,07:44.0,Negative Cloud to Ground,"135,7384811","-3,339658159"
7156,07:44.0,Intra/Inter Cloud,"135,7724848","-3,373159087"
7157,08:55.0,Negative Cloud to Ground,"135,7593559","-3,320013804"
7158,08:55.0,Intra/Inter Cloud,"135,7458637","-3,321889752"
7159,08:55.0,Intra/Inter Cloud,"135,7231576","-3,380937047"
7160,09:14.0,Negative Cloud to Ground,"136,436353","-3,861593672"
7161,09:41.0,Positive Cloud to Ground,"135,7095473","-3,344841688"
7162,09:41.0,Positive Cloud to Ground,"135,7174557","-3,329676626"
7163,09:41.0,Intra/Inter Cloud,"135,7136037","-3,326688607"
7164,10:20.0,Intra/Inter Cloud,"135,8206699","-3,302800257"
7165,10:20.0,Positive Cloud to Ground,"135,8736942","-3,235584533"
7166,11:34.0,Negative Cloud to Ground,"135,7083833","-3,265476906"
7167,12:22.0,Intra/Inter Cloud,"135,7500875","-3,244020995"
7168,12:35.0,Intra/Inter Cloud,"136,2955732","-3,73586605"
7169,12:35.0,Intra/Inter Cloud,"136,2825315","-3,632032811"
7170,12:46.0,Intra/Inter Cloud,"135,7361113","-3,300638281"
7171,12:46.0,Intra/Inter Cloud,"135,8573081","-3,196892309"
7172,12:46.0,Intra/Inter Cloud,"136,3279735","-3,515134763"
7173,12:46.0,Negative Cloud to Ground,"135,7516019","-3,299345942"
7174,12:48.0,Intra/Inter Cloud,"136,4140826","-4,018596096"
7175,12:54.0,Intra/Inter Cloud,"135,792157","-3,275023184"
7176,12:54.0,Positive Cloud to Ground,"135,7370616","-3,374858271"
7177,13:36.0,Intra/Inter Cloud,"136,313681","-3,650024473"
7178,13:36.0,Intra/Inter Cloud,"136,3133287","-3,622635346"
7179,14:02.0,Intra/Inter Cloud,"136,3026674","-3,707140439"
7180,14:23.0,Negative Cloud to Ground,"135,7985559","-3,345258421"
7181,15:19.0,Intra/Inter Cloud,"135,7026724","-3,339926342"
7182,15:19.0,Intra/Inter Cloud,"135,716962","-3,373447852"
7183,15:25.0,Positive Cloud to Ground,"136,3164431","-3,841638623"
7184,15:29.0,Negative Cloud to Ground,"136,4483227","-3,928549247"
7185,15:46.0,Positive Cloud to Ground,"135,7755871","-3,242693892"
7186,15:59.0,Intra/Inter Cloud,"135,9624632","-3,34623006"
7187,15:59.0,Negative Cloud to Ground,"135,8644137","-3,340144288"
7188,15:59.0,Negative Cloud to Ground,"135,8012989","-3,374553178"
7189,16:41.0,Negative Cloud to Ground,"135,7353652","-3,303124362"
7190,16:42.0,Positive Cloud to Ground,"135,7180748","-3,305037055"
7191,16:42.0,Intra/Inter Cloud,"135,7443528","-3,299277436"
7192,16:42.0,Intra/Inter Cloud,"135,65316","-3,373476303"
7193,17:18.0,Intra/Inter Cloud,"136,3103424","-3,631412294"
7194,17:36.0,Positive Cloud to Ground,"135,8126141","-3,375147124"
7195,18:11.0,Intra/Inter Cloud,"135,9454377","-3,39504455"
7196,18:11.0,Negative Cloud to Ground,"135,9503254","-3,363237904"
7197,18:24.0,Intra/Inter Cloud,"135,7658438","-3,299454245"
7198,18:24.0,Negative Cloud to Ground,"135,806342","-3,259623985"
7199,18:24.0,Intra/Inter Cloud,"135,7451394","-3,387749935"
7200,18:24.0,Intra/Inter Cloud,"135,7245379","-3,341489909"
7201,19:40.0,Positive Cloud to Ground,"136,4228907","-3,576593693"
7202,19:41.0,Intra/Inter Cloud,"136,2847264","-3,726619942"
7203,22:16.0,Negative Cloud to Ground,"135,7877512","-3,381014876"
7204,22:16.0,Intra/Inter Cloud,"135,9104117","-3,343870663"
7205,23:53.0,Intra/Inter Cloud,"136,3551922","-3,790010149"
7206,24:36.0,Intra/Inter Cloud,"135,756873","-3,406473312"
7207,24:36.0,Intra/Inter Cloud,"135,719588","-3,297705265"
7208,24:36.0,Intra/Inter Cloud,"135,7961734","-3,305150169"
7209,25:31.0,Negative Cloud to Ground,"136,0262222","-3,705905696"
7210,25:38.0,Intra/Inter Cloud,"136,4076815","-3,607658564"
7211,25:38.0,Intra/Inter Cloud,"136,4276467","-3,71222167"
7212,26:49.0,Intra/Inter Cloud,"135,7944384","-3,319903683"
7213,26:49.0,Positive Cloud to Ground,"135,9196782","-3,290930024"
7214,26:49.0,Intra/Inter Cloud,"135,7360469","-3,394886658"
7215,26:49.0,Intra/Inter Cloud,"135,8397334","-3,277277633"
7216,26:49.0,Intra/Inter Cloud,"135,9508759","-3,290347303"
7217,27:07.0,Intra/Inter Cloud,"135,8201409","-3,306567896"
7218,27:07.0,Intra/Inter Cloud,"135,8505886","-3,302180624"
7219,28:24.0,Intra/Inter Cloud,"135,6480898","-3,342920252"
7220,28:46.0,Intra/Inter Cloud,"135,9424511","-3,309406618"
7221,28:47.0,Positive Cloud to Ground,"135,9954552","-3,278247889"
