,Tanggal (UTC),Jenis,Bujur,Lintang
6497,16:36.0,Intra/Inter Cloud,"135,8133515","-3,367898577"
6498,16:36.0,Intra/Inter Cloud,"135,8638481","-3,437798136"
6499,16:51.0,Intra/Inter Cloud,"135,9012717","-3,224443718"
6500,16:51.0,Positive Cloud to Ground,"136,0388891","-3,318989211"
6501,16:51.0,Negative Cloud to Ground,"135,9639406","-3,208803501"
6502,16:55.0,Intra/Inter Cloud,"135,9946114","-3,347207827"
6503,16:55.0,Intra/Inter Cloud,"135,9613262","-3,429133999"
6504,16:56.0,Intra/Inter Cloud,"135,9626262","-3,333665907"
6505,16:56.0,Intra/Inter Cloud,"135,994106","-3,26321057"
6506,16:56.0,Intra/Inter Cloud,"135,824347","-3,501048365"
6507,16:56.0,Negative Cloud to Ground,"136,0881208","-3,388789338"
6508,16:56.0,Intra/Inter Cloud,"135,9338072","-3,391800077"
6509,17:05.0,Intra/Inter Cloud,"135,9409085","-3,33629772"
6510,17:14.0,Positive Cloud to Ground,"135,9919093","-3,354016782"
6511,17:14.0,Positive Cloud to Ground,"136,0569954","-3,356696142"
6512,17:14.0,Intra/Inter Cloud,"135,9928798","-3,344740071"
6513,17:14.0,Intra/Inter Cloud,"135,9135421","-3,407892361"
6514,17:14.0,Intra/Inter Cloud,"136,077745","-3,242875169"
6515,17:14.0,Positive Cloud to Ground,"136,1400884","-3,303506725"
6516,17:14.0,Positive Cloud to Ground,"135,9819467","-3,338914594"
6517,17:14.0,Negative Cloud to Ground,"136,0040788","-3,344766301"
6518,17:14.0,Intra/Inter Cloud,"136,0269154","-3,350066381"
6519,17:18.0,Intra/Inter Cloud,"135,5494018","-3,074819656"
6520,17:18.0,Intra/Inter Cloud,"135,4136954","-2,867423375"
6521,17:19.0,Negative Cloud to Ground,"135,5736144","-2,874623707"
6522,17:19.0,Negative Cloud to Ground,"136,1110372","-3,075582683"
6523,17:23.0,Intra/Inter Cloud,"136,1893644","-3,787359371"
6524,17:23.0,Intra/Inter Cloud,"136,0677306","-3,735142567"
6525,17:23.0,Negative Cloud to Ground,"136,0419079","-3,695641266"
6526,17:23.0,Negative Cloud to Ground,"136,0549122","-3,726497551"
6527,17:23.0,Intra/Inter Cloud,"136,0317751","-3,732120848"
6528,17:23.0,Negative Cloud to Ground,"136,0959759","-3,704011853"
6529,17:24.0,Negative Cloud to Ground,"135,8646768","-3,610115539"
6530,17:37.0,Positive Cloud to Ground,"136,1450783","-3,281232041"
6531,17:37.0,Intra/Inter Cloud,"136,1040814","-3,173196439"
6532,17:37.0,Positive Cloud to Ground,"135,9527524","-3,366122611"
6533,17:37.0,Intra/Inter Cloud,"136,0868308","-3,404912754"
6534,17:37.0,Intra/Inter Cloud,"136,0846718","-3,262722704"
6535,17:37.0,Intra/Inter Cloud,"135,868385","-3,259968288"
6536,17:49.0,Positive Cloud to Ground,"135,9215081","-3,173858965"
6537,17:49.0,Intra/Inter Cloud,"135,9408489","-3,38293847"
6538,18:00.0,Positive Cloud to Ground,"136,0758396","-3,231679187"
6539,18:00.0,Positive Cloud to Ground,"136,0705759","-3,331492102"
6540,18:00.0,Intra/Inter Cloud,"136,0371898","-3,266759454"
6541,18:00.0,Negative Cloud to Ground,"136,1070823","-3,246381437"
6542,18:00.0,Intra/Inter Cloud,"135,9315425","-3,358260048"
6543,18:00.0,Intra/Inter Cloud,"136,0104622","-3,359173683"
6544,18:00.0,Negative Cloud to Ground,"135,9214028","-3,283820446"
6545,18:01.0,Intra/Inter Cloud,"136,0784941","-3,446149764"
6546,18:01.0,Negative Cloud to Ground,"135,5242765","-2,880503329"
6547,18:01.0,Negative Cloud to Ground,"135,3899963","-2,878848272"
6548,18:24.0,Positive Cloud to Ground,"136,0743104","-3,229635544"
6549,18:24.0,Negative Cloud to Ground,"136,1082115","-3,383709713"
6550,18:24.0,Intra/Inter Cloud,"135,9263102","-3,388076064"
6551,18:24.0,Positive Cloud to Ground,"135,8797644","-3,244918318"
6552,18:24.0,Intra/Inter Cloud,"135,8296779","-3,225024274"
6553,18:25.0,Intra/Inter Cloud,"136,1571419","-3,334172069"
6554,18:25.0,Intra/Inter Cloud,"136,0169796","-3,191895566"
6555,18:25.0,Intra/Inter Cloud,"135,8760648","-3,403331505"
6556,18:25.0,Intra/Inter Cloud,"136,1429016","-3,283532822"
6557,18:25.0,Intra/Inter Cloud,"135,9441655","-3,423800957"
6558,18:25.0,Intra/Inter Cloud,"135,8823831","-3,286346565"
6559,18:25.0,Intra/Inter Cloud,"135,9427196","-3,273611364"
6560,18:25.0,Intra/Inter Cloud,"135,9353745","-3,302886373"
6561,18:25.0,Intra/Inter Cloud,"136,0180343","-3,279866377"
6562,18:25.0,Intra/Inter Cloud,"136,0623606","-3,325585432"
6563,18:25.0,Intra/Inter Cloud,"135,9245487","-3,327385762"
6564,18:25.0,Intra/Inter Cloud,"136,1433635","-3,367695685"
6565,18:25.0,Negative Cloud to Ground,"136,319024","-3,30413031"
6566,18:25.0,Intra/Inter Cloud,"136,0020633","-3,326428266"
6567,18:25.0,Negative Cloud to Ground,"136,1616642","-3,331331951"
6568,18:25.0,Intra/Inter Cloud,"135,9727481","-3,274489995"
6569,18:28.0,Intra/Inter Cloud,"135,9533432","-3,743650133"
6570,18:35.0,Positive Cloud to Ground,"136,0762184","-3,711886857"
6571,18:35.0,Negative Cloud to Ground,"136,0994011","-3,749138309"
6572,18:35.0,Intra/Inter Cloud,"135,9669346","-3,409203949"
6573,18:35.0,Intra/Inter Cloud,"136,0887983","-3,729718434"
6574,18:35.0,Negative Cloud to Ground,"135,9036438","-3,623170262"
6575,19:02.0,Positive Cloud to Ground,"136,1958198","-3,181322698"
6576,19:02.0,Intra/Inter Cloud,"135,9576887","-3,33390744"
6577,19:02.0,Positive Cloud to Ground,"136,1104053","-3,429776578"
6578,19:02.0,Intra/Inter Cloud,"135,8393517","-3,399082532"
6579,19:02.0,Intra/Inter Cloud,"136,0408446","-3,236758288"
6580,19:02.0,Intra/Inter Cloud,"135,9468599","-3,188286119"
6581,19:02.0,Intra/Inter Cloud,"135,9584868","-3,25378442"
6582,19:02.0,Positive Cloud to Ground,"135,9939719","-3,358366175"
6583,19:02.0,Negative Cloud to Ground,"136,2066571","-3,311098673"
6584,19:09.0,Intra/Inter Cloud,"136,0414367","-3,692316889"
6585,19:09.0,Intra/Inter Cloud,"135,9059794","-3,42516688"
6586,19:10.0,Intra/Inter Cloud,"136,1396492","-3,603553552"
6587,19:10.0,Intra/Inter Cloud,"136,0429971","-3,563526595"
6588,19:10.0,Negative Cloud to Ground,"135,9608896","-3,502047528"
6589,19:10.0,Negative Cloud to Ground,"135,4178738","-2,8681921"
6590,19:10.0,Negative Cloud to Ground,"135,56794","-2,873609325"
6591,19:10.0,Negative Cloud to Ground,"135,5827763","-2,880238011"
6592,19:10.0,Negative Cloud to Ground,"135,6407503","-2,885017812"
6593,19:11.0,Intra/Inter Cloud,"136,1145901","-3,591649107"
6594,19:11.0,Intra/Inter Cloud,"135,8984785","-3,54516128"
6595,19:19.0,Intra/Inter Cloud,"136,1066511","-3,703995784"
6596,19:19.0,Negative Cloud to Ground,"136,0696866","-3,725581875"
6597,19:22.0,Intra/Inter Cloud,"135,5887417","-2,997415391"
6598,19:33.0,Negative Cloud to Ground,"135,4942628","-2,935929376"
6599,19:33.0,Negative Cloud to Ground,"135,5284979","-2,942539552"
6600,19:33.0,Negative Cloud to Ground,"135,4655231","-2,934576766"
6601,19:33.0,Negative Cloud to Ground,"135,5045475","-2,941988554"
6602,19:34.0,Intra/Inter Cloud,"136,1135826","-3,21064678"
6603,19:34.0,Intra/Inter Cloud,"136,0753487","-3,113545207"
6604,19:34.0,Intra/Inter Cloud,"136,0911568","-3,286702033"
6605,19:34.0,Intra/Inter Cloud,"136,1181605","-3,346478784"
6606,19:35.0,Negative Cloud to Ground,"135,9387715","-3,372846384"
6607,19:35.0,Intra/Inter Cloud,"135,9308657","-3,362301066"
6608,19:35.0,Positive Cloud to Ground,"135,8802748","-3,253663045"
6609,19:35.0,Intra/Inter Cloud,"135,8892834","-3,318933575"
6610,19:50.0,Positive Cloud to Ground,"136,1086468","-3,294988661"
6611,20:01.0,Intra/Inter Cloud,"136,190497","-3,78111843"
6612,20:01.0,Intra/Inter Cloud,"135,9800074","-3,676820847"
6613,20:01.0,Negative Cloud to Ground,"135,9919899","-3,713068499"
6614,20:01.0,Intra/Inter Cloud,"135,8998079","-3,613920048"
6615,20:02.0,Negative Cloud to Ground,"135,906762","-3,600167286"
6616,20:02.0,Intra/Inter Cloud,"135,9417546","-3,337434156"
6617,20:03.0,Intra/Inter Cloud,"136,1558449","-3,307668068"
6618,20:03.0,Intra/Inter Cloud,"135,9955778","-3,30430616"
6619,20:03.0,Intra/Inter Cloud,"136,0373205","-3,328236945"
6620,20:03.0,Intra/Inter Cloud,"136,1376871","-3,332371288"
6621,20:03.0,Positive Cloud to Ground,"136,0733125","-3,264177806"
6622,20:03.0,Intra/Inter Cloud,"136,079055","-3,413501748"
6623,20:03.0,Positive Cloud to Ground,"136,0610721","-3,174067542"
6624,20:03.0,Intra/Inter Cloud,"135,912046","-3,368634084"
6625,20:03.0,Negative Cloud to Ground,"136,0749417","-3,188920789"
6626,20:03.0,Intra/Inter Cloud,"135,9516297","-3,29924883"
6627,20:03.0,Intra/Inter Cloud,"135,8670253","-3,290005005"
6628,20:07.0,Intra/Inter Cloud,"135,9304441","-3,517832361"
6629,20:22.0,Intra/Inter Cloud,"136,034381","-3,347289246"
6630,20:27.0,Intra/Inter Cloud,"135,503734","-3,198944281"
6631,20:29.0,Intra/Inter Cloud,"135,4813011","-3,160355747"
6632,20:29.0,Negative Cloud to Ground,"135,4658443","-3,167394243"
6633,20:34.0,Negative Cloud to Ground,"136,1007171","-3,732549038"
6634,20:34.0,Intra/Inter Cloud,"135,9424919","-3,637223289"
6635,20:34.0,Negative Cloud to Ground,"135,9508702","-3,685182623"
6636,20:39.0,Intra/Inter Cloud,"136,1655405","-3,292524351"
6637,20:39.0,Positive Cloud to Ground,"136,1867573","-3,224448499"
6638,20:39.0,Intra/Inter Cloud,"136,1894732","-3,280562161"
6639,20:39.0,Intra/Inter Cloud,"135,9222392","-3,310177715"
6640,20:39.0,Intra/Inter Cloud,"136,1503603","-3,276494222"
6641,20:39.0,Negative Cloud to Ground,"135,9393299","-3,3624796"
6642,20:39.0,Negative Cloud to Ground,"135,9305164","-3,421563901"
6643,20:39.0,Negative Cloud to Ground,"135,9704752","-3,324697058"
6644,20:39.0,Intra/Inter Cloud,"135,9267867","-3,247195776"
6645,20:39.0,Intra/Inter Cloud,"136,063615","-3,242632639"
6646,21:10.0,Negative Cloud to Ground,"136,1333313","-3,757350478"
6647,21:10.0,Intra/Inter Cloud,"136,1106691","-3,770685055"
6648,21:10.0,Intra/Inter Cloud,"135,9339504","-3,646264573"
6649,21:10.0,Intra/Inter Cloud,"136,1102439","-3,713042017"
6650,21:10.0,Intra/Inter Cloud,"136,0357283","-3,714090503"
6651,21:24.0,Intra/Inter Cloud,"136,1321072","-3,25557522"
6652,21:24.0,Positive Cloud to Ground,"135,9411584","-3,278892964"
6653,21:24.0,Intra/Inter Cloud,"136,0847253","-3,33142273"
6654,21:24.0,Intra/Inter Cloud,"136,0613838","-3,193800253"
6655,21:24.0,Intra/Inter Cloud,"135,9990798","-3,348953136"
6656,21:25.0,Negative Cloud to Ground,"136,144633","-3,445291863"
6657,21:26.0,Intra/Inter Cloud,"135,5551793","-3,134207542"
6658,21:47.0,Intra/Inter Cloud,"135,902481","-3,526440644"
6659,21:47.0,Intra/Inter Cloud,"136,2714958","-3,611266878"
6660,21:54.0,Intra/Inter Cloud,"136,2307668","-3,848915901"
6661,21:54.0,Negative Cloud to Ground,"136,1361784","-3,742277716"
6662,21:54.0,Intra/Inter Cloud,"135,9306303","-3,590174256"
6663,21:55.0,Intra/Inter Cloud,"136,0458016","-3,695479835"
6664,22:02.0,Intra/Inter Cloud,"135,9603511","-3,485095976"
6665,22:07.0,Intra/Inter Cloud,"135,5384978","-3,199694994"
6666,22:07.0,Negative Cloud to Ground,"135,5091267","-3,220149117"
6667,22:07.0,Intra/Inter Cloud,"135,9481081","-3,203312124"
6668,22:08.0,Intra/Inter Cloud,"135,4907517","-3,224421598"
6669,22:11.0,Intra/Inter Cloud,"135,4895709","-3,188429069"
6670,23:02.0,Negative Cloud to Ground,"135,5010677","-3,072730243"
6671,23:08.0,Intra/Inter Cloud,"136,1613837","-3,791151849"
6672,23:08.0,Intra/Inter Cloud,"135,9624622","-3,352978268"
6673,23:08.0,Intra/Inter Cloud,"136,0462385","-3,369492832"
6674,23:09.0,Negative Cloud to Ground,"135,995413","-3,295436396"
6675,23:09.0,Intra/Inter Cloud,"135,939753","-3,27935536"
6676,23:09.0,Intra/Inter Cloud,"135,9954091","-3,289362555"
6677,23:09.0,Positive Cloud to Ground,"135,9499228","-3,396649099"
6678,23:09.0,Positive Cloud to Ground,"136,0009906","-3,2405444"
6679,23:09.0,Intra/Inter Cloud,"136,0138532","-3,318535965"
6680,23:09.0,Intra/Inter Cloud,"136,0274989","-3,306952811"
6681,23:19.0,Intra/Inter Cloud,"136,0564429","-3,200897634"
6682,23:19.0,Intra/Inter Cloud,"135,9833987","-3,340272684"
6683,23:43.0,Intra/Inter Cloud,"135,8980715","-3,506414748"
6684,23:44.0,Positive Cloud to Ground,"135,9245637","-3,515367534"
6685,23:54.0,Intra/Inter Cloud,"136,1105077","-3,330724408"
6686,23:54.0,Positive Cloud to Ground,"135,5156994","-3,14276229"
6687,24:03.0,Intra/Inter Cloud,"136,1558819","-3,306539243"
6688,24:12.0,Intra/Inter Cloud,"136,1665668","-3,722226246"
6689,24:13.0,Negative Cloud to Ground,"135,4904604","-3,192464407"
6690,24:13.0,Negative Cloud to Ground,"135,4821421","-3,192088889"
6691,24:15.0,Negative Cloud to Ground,"135,606714","-3,195019036"
6692,24:16.0,Intra/Inter Cloud,"136,1200253","-3,163488212"
6693,24:20.0,Intra/Inter Cloud,"136,0905725","-3,742311911"
6694,24:20.0,Negative Cloud to Ground,"136,1161259","-3,776309426"
6695,24:20.0,Negative Cloud to Ground,"135,9514013","-3,665399152"
6696,24:21.0,Negative Cloud to Ground,"135,9359782","-3,623389718"
6697,24:23.0,Intra/Inter Cloud,"136,1967239","-3,261221291"
6698,24:23.0,Intra/Inter Cloud,"136,0118924","-3,247085607"
6699,24:28.0,Intra/Inter Cloud,"135,9228544","-3,31951658"
6700,24:28.0,Intra/Inter Cloud,"136,0277483","-3,279675849"
6701,25:01.0,Negative Cloud to Ground,"136,0175816","-3,510671608"
6702,25:01.0,Intra/Inter Cloud,"136,1085658","-3,531976783"
6703,25:01.0,Intra/Inter Cloud,"136,002281","-3,581768107"
6704,25:12.0,Intra/Inter Cloud,"135,9446982","-3,221758504"
6705,25:15.0,Negative Cloud to Ground,"136,097231","-3,71872591"
6706,25:15.0,Intra/Inter Cloud,"135,9708317","-3,595047792"
6707,25:19.0,Intra/Inter Cloud,"136,0861925","-3,306254663"
6708,25:19.0,Negative Cloud to Ground,"135,9728049","-3,322162207"
6709,25:19.0,Intra/Inter Cloud,"135,9804295","-3,403959552"
6710,25:29.0,Intra/Inter Cloud,"136,038396","-3,290684572"
6711,25:29.0,Positive Cloud to Ground,"136,0150049","-3,256129797"
6712,25:29.0,Intra/Inter Cloud,"136,0970385","-3,346006159"
6713,25:29.0,Intra/Inter Cloud,"136,0490869","-3,384548184"
6714,25:32.0,Positive Cloud to Ground,"136,0770652","-3,397975632"
6715,25:47.0,Negative Cloud to Ground,"136,2588679","-3,828146048"
6716,25:47.0,Intra/Inter Cloud,"136,2403633","-3,822804017"
6717,26:30.0,Negative Cloud to Ground,"135,4974574","-3,237574548"
6718,26:44.0,Intra/Inter Cloud,"135,4738811","-3,19925915"
6719,26:44.0,Negative Cloud to Ground,"135,4856222","-3,198104919"
6720,26:44.0,Negative Cloud to Ground,"135,4914666","-3,189956055"
6721,26:49.0,Intra/Inter Cloud,"136,3663523","-3,404150211"
6722,26:49.0,Positive Cloud to Ground,"136,1866535","-3,244958582"
6723,26:49.0,Intra/Inter Cloud,"136,1346829","-3,283006331"
6724,26:49.0,Intra/Inter Cloud,"136,1232603","-3,21483146"
6725,26:49.0,Positive Cloud to Ground,"136,1291923","-3,36850947"
6726,26:49.0,Intra/Inter Cloud,"136,1725937","-3,23543553"
6727,26:49.0,Intra/Inter Cloud,"136,0355291","-3,42650986"
6728,26:49.0,Positive Cloud to Ground,"136,2609548","-3,285430846"
6729,26:49.0,Intra/Inter Cloud,"136,2482563","-3,291663288"
6730,26:49.0,Positive Cloud to Ground,"136,1713547","-3,353874434"
6731,26:50.0,Intra/Inter Cloud,"136,3522286","-3,161158441"
6732,26:50.0,Intra/Inter Cloud,"136,1140933","-3,333958586"
6733,27:04.0,Intra/Inter Cloud,"136,223457","-3,288964628"
6734,27:04.0,Intra/Inter Cloud,"136,0467066","-3,386949762"
6735,27:16.0,Intra/Inter Cloud,"136,0945891","-3,521154933"
6736,27:16.0,Intra/Inter Cloud,"136,0173241","-3,561670592"
6737,27:17.0,Intra/Inter Cloud,"136,0300383","-3,543214308"
6738,27:17.0,Intra/Inter Cloud,"136,0938146","-3,5327482"
6739,27:36.0,Positive Cloud to Ground,"135,499575","-3,140678068"
6740,27:36.0,Negative Cloud to Ground,"135,485122","-3,134339168"
6741,28:10.0,Intra/Inter Cloud,"136,3521121","-3,260146872"
6742,28:10.0,Intra/Inter Cloud,"136,1695313","-3,311743822"
6743,28:21.0,Positive Cloud to Ground,"136,1006716","-3,164474292"
6744,28:34.0,Negative Cloud to Ground,"136,2410463","-3,821710739"
6745,28:34.0,Intra/Inter Cloud,"136,1624191","-3,75443396"
6746,28:34.0,Intra/Inter Cloud,"136,4502192","-4,035728778"
6747,28:39.0,Intra/Inter Cloud,"136,1169166","-2,95171274"
6748,28:39.0,Intra/Inter Cloud,"136,1982743","-3,304721347"
6749,28:39.0,Intra/Inter Cloud,"136,1911363","-3,415576301"
6750,28:50.0,Intra/Inter Cloud,"136,3907357","-3,243127136"
6751,28:50.0,Intra/Inter Cloud,"136,4003505","-3,304468707"
6752,28:50.0,Intra/Inter Cloud,"136,3150475","-3,249653608"
6753,28:50.0,Intra/Inter Cloud,"136,209545","-3,402393445"
6754,28:50.0,Negative Cloud to Ground,"136,1398332","-3,369479079"
6755,28:50.0,Negative Cloud to Ground,"136,3304116","-3,228993465"
6756,28:50.0,Intra/Inter Cloud,"136,0362008","-3,19225021"
6757,28:57.0,Intra/Inter Cloud,"136,2220928","-2,897496611"
6758,28:57.0,Negative Cloud to Ground,"135,5028466","-3,100093645"
6759,29:04.0,Intra/Inter Cloud,"136,250709","-3,592200244"
6760,29:04.0,Intra/Inter Cloud,"136,0455475","-3,511935071"
6761,29:49.0,Intra/Inter Cloud,"135,9629858","-3,589707142"
6762,29:58.0,Intra/Inter Cloud,"136,0822006","-3,578871069"
6763,30:06.0,Intra/Inter Cloud,"136,1231637","-3,274376553"
6764,30:06.0,Intra/Inter Cloud,"136,1549878","-3,331393755"
6765,30:06.0,Positive Cloud to Ground,"136,1483102","-3,267818737"
6766,30:06.0,Positive Cloud to Ground,"136,1924246","-3,313366817"
6767,30:06.0,Intra/Inter Cloud,"136,153183","-3,187266325"
6768,30:11.0,Negative Cloud to Ground,"136,1812127","-3,250771114"
6769,30:12.0,Intra/Inter Cloud,"136,2169033","-3,326767002"
6770,30:12.0,Intra/Inter Cloud,"136,1375901","-3,343644275"
6771,30:12.0,Negative Cloud to Ground,"136,0861683","-3,330983137"
6772,30:12.0,Intra/Inter Cloud,"136,2405351","-3,315369386"
6773,30:12.0,Intra/Inter Cloud,"136,3199254","-3,264000114"
6774,30:12.0,Intra/Inter Cloud,"136,149379","-3,323322098"
6775,30:59.0,Intra/Inter Cloud,"136,2160741","-3,299729049"
6776,30:59.0,Negative Cloud to Ground,"136,1756787","-2,965865952"
6777,30:59.0,Intra/Inter Cloud,"136,1800305","-2,830968781"
6778,31:03.0,Intra/Inter Cloud,"136,033413","-3,660521964"
6779,31:03.0,Negative Cloud to Ground,"136,2527679","-3,816122664"
6780,31:03.0,Positive Cloud to Ground,"136,1581611","-3,755819735"
6781,31:05.0,Intra/Inter Cloud,"136,1915425","-3,644802097"
6782,31:35.0,Intra/Inter Cloud,"136,067025","-3,267099459"
6783,31:35.0,Positive Cloud to Ground,"136,0830881","-3,50967571"
6784,31:35.0,Negative Cloud to Ground,"135,7848592","-3,376100378"
6785,31:35.0,Intra/Inter Cloud,"136,0013245","-3,286625803"
6786,31:35.0,Intra/Inter Cloud,"135,688381","-3,327215423"
6787,31:35.0,Intra/Inter Cloud,"135,7634611","-3,330685385"
6788,31:35.0,Negative Cloud to Ground,"135,9173459","-3,355576583"
6789,31:35.0,Negative Cloud to Ground,"135,7274104","-3,386496421"
6790,31:36.0,Negative Cloud to Ground,"136,0194219","-3,316824615"
6791,31:36.0,Negative Cloud to Ground,"135,9877606","-3,305896992"
6792,31:44.0,Intra/Inter Cloud,"136,1316665","-3,624122722"
6793,31:44.0,Intra/Inter Cloud,"136,2873853","-3,606607038"
6794,32:11.0,Intra/Inter Cloud,"136,0492688","-3,725304459"
6795,32:50.0,Positive Cloud to Ground,"135,7183177","-3,319055267"
6796,32:50.0,Intra/Inter Cloud,"135,7409954","-3,30595189"
6797,32:50.0,Intra/Inter Cloud,"135,6387352","-3,345404607"
6798,32:50.0,Positive Cloud to Ground,"135,7494221","-3,2957223"
6799,32:51.0,Intra/Inter Cloud,"135,9124517","-3,342195758"
6800,32:57.0,Negative Cloud to Ground,"136,1788914","-3,793235918"
6801,32:57.0,Negative Cloud to Ground,"136,0356457","-3,68205256"
6802,33:20.0,Positive Cloud to Ground,"135,4929396","-3,246700512"
6803,33:21.0,Intra/Inter Cloud,"136,2535427","-3,730491297"
6804,33:22.0,Intra/Inter Cloud,"136,0340393","-3,684162644"
6805,33:23.0,Intra/Inter Cloud,"135,6956217","-3,352368038"
6806,33:23.0,Intra/Inter Cloud,"135,7062371","-3,232794819"
6807,33:23.0,Intra/Inter Cloud,"135,756423","-3,358408752"
6808,33:23.0,Negative Cloud to Ground,"136,4639209","-3,39041066"
6809,33:40.0,Intra/Inter Cloud,"136,0759228","-3,582103381"
6810,33:40.0,Intra/Inter Cloud,"135,9846068","-3,527420904"
6811,33:40.0,Intra/Inter Cloud,"135,9516678","-3,59458353"
6812,33:40.0,Intra/Inter Cloud,"135,9405554","-3,571284079"
6813,34:12.0,Negative Cloud to Ground,"135,846901","-3,246088922"
6814,34:26.0,Positive Cloud to Ground,"135,538242","-3,111373993"
6815,34:30.0,Intra/Inter Cloud,"136,1703145","-3,788350788"
6816,34:30.0,Intra/Inter Cloud,"136,198888","-3,788792555"
6817,34:30.0,Intra/Inter Cloud,"136,2575261","-3,82508016"
6818,34:30.0,Negative Cloud to Ground,"136,0469789","-3,694742391"
6819,34:38.0,Positive Cloud to Ground,"135,7062909","-3,304658278"
6820,34:39.0,Intra/Inter Cloud,"135,7059596","-3,365112461"
6821,34:39.0,Positive Cloud to Ground,"135,6902456","-3,349877268"
6822,34:39.0,Intra/Inter Cloud,"135,7326548","-3,309873186"
6823,34:40.0,Intra/Inter Cloud,"136,0061437","-3,553693653"
6824,35:12.0,Intra/Inter Cloud,"135,847645","-3,367664538"
6825,35:12.0,Intra/Inter Cloud,"135,9168533","-3,292645186"
6826,35:13.0,Intra/Inter Cloud,"136,0063257","-3,328386327"
6827,35:13.0,Intra/Inter Cloud,"135,9459469","-3,370142329"
6828,35:13.0,Intra/Inter Cloud,"135,8174465","-3,303147459"
6829,35:13.0,Intra/Inter Cloud,"135,775579","-3,370147393"
6830,35:32.0,Negative Cloud to Ground,"135,8320386","-3,30380389"
6831,35:32.0,Intra/Inter Cloud,"135,9250946","-3,267970622"
6832,35:32.0,Intra/Inter Cloud,"135,7101245","-3,278463942"
6833,35:32.0,Intra/Inter Cloud,"135,7402037","-3,350452997"
6834,35:33.0,Intra/Inter Cloud,"135,8315411","-3,331228782"
6835,35:49.0,Intra/Inter Cloud,"135,9203793","-3,390939866"
6836,35:55.0,Intra/Inter Cloud,"135,5247393","-3,114064283"
6837,35:56.0,Negative Cloud to Ground,"135,4822719","-3,031471461"
6838,36:01.0,Intra/Inter Cloud,"136,0877239","-3,562482426"
6839,36:01.0,Intra/Inter Cloud,"136,1648469","-3,590719494"
6840,36:08.0,Intra/Inter Cloud,"135,7902883","-3,355626744"
6841,36:08.0,Intra/Inter Cloud,"135,7974892","-3,347912436"
6842,36:08.0,Intra/Inter Cloud,"135,7619701","-3,420179896"
6843,36:08.0,Intra/Inter Cloud,"135,7493118","-3,354521093"
6844,36:16.0,Intra/Inter Cloud,"135,4929186","-3,175099658"
6845,36:16.0,Negative Cloud to Ground,"135,5239827","-3,179019721"
6846,36:25.0,Intra/Inter Cloud,"135,8681668","-3,351634153"
6847,36:54.0,Intra/Inter Cloud,"135,980292","-3,501646269"
6848,36:54.0,Negative Cloud to Ground,"136,2018412","-3,556301708"
6849,36:57.0,Intra/Inter Cloud,"135,909483","-3,246899834"
6850,37:01.0,Intra/Inter Cloud,"136,041054","-3,565716015"
6851,37:04.0,Intra/Inter Cloud,"135,7236693","-3,316404136"
6852,37:04.0,Intra/Inter Cloud,"135,9164422","-3,322719046"
6853,37:04.0,Intra/Inter Cloud,"135,8822264","-3,327618213"
6854,37:04.0,Intra/Inter Cloud,"136,0546159","-3,477786371"
6855,37:04.0,Intra/Inter Cloud,"135,825595","-3,225821114"
6856,37:04.0,Intra/Inter Cloud,"136,0107489","-3,345037877"
6857,37:04.0,Positive Cloud to Ground,"135,9258787","-3,235974334"
6858,37:05.0,Intra/Inter Cloud,"136,2443771","-3,903294862"
6859,37:05.0,Intra/Inter Cloud,"135,9758943","-3,698395491"
6860,37:19.0,Negative Cloud to Ground,"135,8618839","-3,35861254"
6861,37:24.0,Negative Cloud to Ground,"135,7357751","-3,360714461"
6862,37:24.0,Intra/Inter Cloud,"135,7742849","-3,343982173"
6863,37:35.0,Negative Cloud to Ground,"136,0430495","-3,691717344"
6864,37:35.0,Negative Cloud to Ground,"136,1747485","-3,807284857"
6865,37:35.0,Intra/Inter Cloud,"135,9929337","-3,472633454"
6866,37:48.0,Intra/Inter Cloud,"136,1216475","-3,583535901"
6867,38:01.0,Intra/Inter Cloud,"135,7092877","-3,387950171"
6868,38:01.0,Negative Cloud to Ground,"136,0014552","-3,333297636"
6869,38:01.0,Intra/Inter Cloud,"135,7817814","-3,290402211"
6870,38:01.0,Negative Cloud to Ground,"136,0981127","-3,30924935"
6871,38:01.0,Negative Cloud to Ground,"135,9097741","-3,349585694"
6872,38:02.0,Intra/Inter Cloud,"135,7152852","-2,408811155"
6873,38:02.0,Intra/Inter Cloud,"135,5025401","-3,194951188"
6874,38:21.0,Intra/Inter Cloud,"136,0204677","-3,519129539"
6875,38:21.0,Intra/Inter Cloud,"135,7498003","-3,396345462"
6876,38:24.0,Intra/Inter Cloud,"135,7955441","-3,303448138"
6877,38:24.0,Intra/Inter Cloud,"135,8197252","-3,349531956"
6878,38:24.0,Intra/Inter Cloud,"135,9120354","-3,280273377"
6879,38:24.0,Intra/Inter Cloud,"135,78542","-3,388767552"
6880,38:36.0,Intra/Inter Cloud,"136,2298131","-3,832582945"
6881,38:36.0,Negative Cloud to Ground,"136,1711584","-3,794650212"
6882,38:36.0,Intra/Inter Cloud,"136,2249705","-3,799966576"
6883,38:53.0,Intra/Inter Cloud,"136,0318097","-3,251542324"
6884,38:53.0,Positive Cloud to Ground,"135,8909022","-3,304501225"
6885,38:54.0,Positive Cloud to Ground,"135,8631183","-3,307333283"
